id,name_en,name_he,name_ru,source,category,brand,calories,protein,carbs,fat,fiber,sugars,sodium,has_image
fd_fd_4452053829190357,Green onion,בצל ירוק,Зелёный лук,FoodsDictionary_IL,vegetable,,32,1.83,7.34,0.19,2.6,2.33,16,yes
fd_fd_6515486706728739,Radish,צנון - צנונית,Редис,FoodsDictionary_IL,vegetable,,16,0.68,3.4,0.1,1.6,1.86,,yes
fd_fd_7807354032555724,Sweet potato cooked without skin,בטטה מבושלת ללא קליפה,Батат варёный без кожуры,FoodsDictionary_IL,vegetable,,76,1.37,17.72,0.14,2.5,5.74,27,yes
fd_fd_9772702481919713,Corn (cooked),תירס מבושל,Кукуруза (варёная),FoodsDictionary_IL,vegetable,,108,3.32,25.11,1.28,2.7,4.07,,yes
fd_fd_598057379844175,Chicken liver (cooked),כבד עוף מבושל,Куриная печень (варёная),FoodsDictionary_IL,meat,,167,24.46,0.87,6.51,,,76,yes
fd_fd_9644372376603607,"Chicken drumstick (cooked, roasted)",שוק עוף מבושלת-צלויה,"Куриная голень (варёная, жареная)",FoodsDictionary_IL,meat,,191,27.03,,8.43,,,91,yes
fd_fd_9649762694298098,"Chicken drumstick (cooked, roasted)",כרע עוף מבושל-צלוי,"Куриная голень (варёная, жареная)",FoodsDictionary_IL,meat,,172,28.29,,5.66,,,95,yes
fd_fd_4869291784667852,Turkey pastrami,פסטרמה הודו,Пастрома из индейки,FoodsDictionary_IL,meat,,133,16.3,1.79,6.21,0.1,3.34,981,yes
fd_fd_2818613273390186,"Mullet (cooked, dried)",דג מוסר מבושל-מיובש בחום,"Кефаль (варёная, сушёная)",FoodsDictionary_IL,fish,,153,22.49,,6.32,,,96,yes
fd_fd_1030459630035955,White perch (lokus),לוקוס,Белый окунь (локус),FoodsDictionary_IL,fish,,92,19.38,,1.02,,,53,yes
fd_fd_1223694967042207,"Tilapia (cooked, dried)",אמנון מבושל-מיובש בחום,"Тилапия (варёная, сушёная)",FoodsDictionary_IL,fish,,128,26.15,,2.65,,,,yes
fd_fd_6020417648994568,Star fruit (carambola),קרמבולה,Карамбола — Star fruit (carambola),FoodsDictionary_IL,fruit,,31,1.04,6.73,0.33,2.8,3.98,2,yes
fd_fd_3760236966496685,Dried figs,תאנים מיובשות,Сушёный инжир,FoodsDictionary_IL,fruit,,249,3.3,63.87,0.93,9.8,47.92,,yes
fd_fd_9466068695897833,Prickly pear (cactus fruit),סברס - צבר,Опунция (плод кактуса),FoodsDictionary_IL,fruit,,41,0.73,9.57,0.51,3.6,,5,yes
fd_fd_6953425857960397,Dried plum (prune),שזיף מיובש,Чернослив — Dried plum (prune),FoodsDictionary_IL,fruit,,240,2.18,63.88,0.38,7.1,38.13,2,yes
fd_fd_3356336113688935,Clementine,קלמנטינה,Клементин,FoodsDictionary_IL,fruit,,47,0.85,12.02,0.15,1.7,9.18,,yes
fd_fd_8792216841919696,Green or red grapes,ענבים ירוקים או אדומים,Зелёный или красный виноград,FoodsDictionary_IL,fruit,,69,0.72,18.1,0.16,0.9,15.48,2,yes
fd_fd_9815320331391681,Figs,תאנים,Инжир,FoodsDictionary_IL,fruit,,74,0.75,19.18,0.3,2.9,16.26,1,yes
fd_fd_5048772957794369,Lychee,ליצ%60י,Личи,FoodsDictionary_IL,fruit,,66,0.83,16.53,0.44,1.3,15.23,,yes
fd_fd_44570005694032,Asparagus (cooked),אספרגוס מבושל,Спаржа (варёная),FoodsDictionary_IL,vegetable,,22,2.4,4.11,0.22,2,1.3,14,yes
fd_fd_4263969622370640,Kohlrabi,קולורבי,Кольраби,FoodsDictionary_IL,vegetable,,27,1.7,6.2,0.1,3.6,2.6,20,yes
fd_fd_178045363094231,Cauliflower (cooked),כרובית מבושלת,Цветная капуста (варёная),FoodsDictionary_IL,vegetable,,23,1.84,4.11,0.45,2.3,2.08,15,yes
fd_fd_6786569739011018,Arabic lettuce,חסה ערבית,Арабский салат-латук,FoodsDictionary_IL,greens,,17,1.23,3.29,0.3,2.1,1.19,8,yes
fd_fd_5533015423388178,Artichoke (cooked),ארטישוק - קנרס מבושל,Артишок (варёный),FoodsDictionary_IL,vegetable,,53,2.89,11.95,0.34,8.6,0.99,60,yes
fd_fd_4803102038358677,Beetroot (cooked),סלק מבושל,Свёкла (варёная),FoodsDictionary_IL,vegetable,,44,1.68,9.96,0.18,2,7.96,77,yes
fd_fd_743714533601233,Okra (cooked),במיה מבושלת,Бамия (варёная),FoodsDictionary_IL,vegetable,,22,1.87,4.51,0.21,2.5,2.4,6,yes
fd_fd_5251538122589331,Pistachio,פיסטוק חלבי,Фисташка,FoodsDictionary_IL,nuts,,557,20.61,27.97,44.44,10.3,7.64,1,yes
fd_fd_6752637386879819,Peanuts,בוטנים,Арахис,FoodsDictionary_IL,nuts,,567,25.8,16.13,49.24,8.5,3.97,,yes
fd_fd_1959628795030967,English walnuts,אגוזי מלך אנגליים,Английские грецкие орехи,FoodsDictionary_IL,nuts,,654,15.23,13.71,65.21,6.7,2.61,2,yes
fd_fd_7959351558747824,Pumpkin (cooked),דלעת מבושלת,Тыква (варёная),FoodsDictionary_IL,vegetable,,20,0.72,4.9,0.07,1.1,1.02,1,yes
fd_fd_2892199487916594,Green beans cooked without salt,שעועית ירוקה מבושלת ללא מלח,Зелёная фасоль варёная без соли,FoodsDictionary_IL,vegetable,,35,1.89,7.88,0.28,3.2,1.55,1,yes
fd_fd_5307987942146917,"Chicken thigh (cooked, roasted)",ירך עוף מבושל-צלוי,"Куриное бедро (варёное, жареное)",FoodsDictionary_IL,meat,,209,25.94,,10.88,,,88,yes
fd_fd_6980931682809471,Chicken breast (cooked),חזה עוף מבושל,Куриная грудка (варёная),FoodsDictionary_IL,meat,,151,28.98,,3.03,,,63,yes
fd_fd_7596247002587362,Ground turkey (cooked),בשר הודו טחון מבושל,Фарш индейки (варёный),FoodsDictionary_IL,meat,,203,27.37,,10.4,,,78,yes
fd_fd_5916377653348588,"Turkey breast (cooked, roasted)",חזה הודו מבושל-צלוי,"Грудка индейки (варёная, жареная)",FoodsDictionary_IL,meat,,135,30.06,,0.74,,,,yes
fd_fd_1682818148223486,"Turkey drumstick (cooked, roasted)",שוק הודו מבושלת-צלויה,"Голень индейки (варёная, жареная)",FoodsDictionary_IL,meat,,159,29.19,,3.77,,,,yes
fd_fd_9956871989463037,"Chicken breast (cooked, roasted)",חזה עוף מבושל-צלוי,"Куриная грудка (варёная, жареная)",FoodsDictionary_IL,meat,,165,31.02,,3.57,,,74,yes
fd_fd_1249653012979390,"Ground chicken (cooked, fried)",בשר עוף טחון מבושל-מטוגן,"Фарш куриный (варёный, жареный)",FoodsDictionary_IL,meat,,189,23.28,,10.92,,,,yes
fd_fd_1587685594434835,Smoked Atlantic herring,דג הרינג אטלנטי מעושן,Копчёная атлантическая селёдка,FoodsDictionary_IL,fish,,217,24.58,,12.37,,,918,yes
fd_fd_2055335180685759,Sea bream (cooked),דניס מבושל,Дорадо (варёный),FoodsDictionary_IL,fish,,162,23.1,0.1,7.11,,0.04,364,yes
fd_fd_3808390498392291,"Carp (cooked, dried)",קרפיון מבושל-מיובש בחום,"Карп (варёный, сушёный)",FoodsDictionary_IL,fish,,162,22.86,,7.17,,,63,yes
fd_fd_2296826317083608,"Atlantic cod (cooked, dried)",בקלה אטלנטי מבושל-מיובש בחום,"Атлантическая треска (варёная, сушёная)",FoodsDictionary_IL,fish,,105,22.83,,0.86,,,78,yes
fd_fd_9085102162520065,Yellowfin tuna,טונה צהובת סנפיר,Желтоперый тунец,FoodsDictionary_IL,fish,,109,24.4,,0.49,,,45,yes
fd_fd_3831394500750649,"Sea bass (cooked, dried)",בס מבושל-מיובש בחום,"Морской окунь (варёный, сушёный)",FoodsDictionary_IL,fish,,146,24.18,,4.73,,,90,yes
fd_fd_6458188326457095,"Trout (cooked, dried)",פורל מבושל - מיובש בחום,"Форель (варёная, сушёная)",FoodsDictionary_IL,fish,,133,21.46,,4.63,,,74,yes
fd_fd_3296262730803449,"Striped mullet (cooked, dried)",בורי מפוספס מבושל-מיובש בחום,"Полосатая кефаль (варёная, сушёная)",FoodsDictionary_IL,fish,,150,24.81,,4.86,,,71,yes
fd_fd_2024001446235997,"European seabass (cooked, dried)",לברק מבושל-מיובש בחום,"Европейский лаврак (варёный, сушёный)",FoodsDictionary_IL,fish,,124,23.63,,2.56,,,87,yes
fd_fd_6358400905813954,Pecans,פקאנים,Пекан,FoodsDictionary_IL,nuts,,691,9.17,13.86,71.97,9.6,3.95,,yes
fd_fd_3582959716175083,Cashew nuts,אגוזי קשיו,Кешью,FoodsDictionary_IL,nuts,,553,18.22,30.19,43.85,3.3,5.91,,yes
fd_fd_2493252517133452,Atlantic salmon,סלמון אטלנטי,Атлантический лосось,FoodsDictionary_IL,fish,,208,20.42,,13.42,,,,yes
fd_fd_6001766456796175,"Yellowfin tuna (cooked, dried)",טונה צהובת סנפיר מבושלת-מיובשת בחום,"Желтоперый тунец (варёный, сушёный)",FoodsDictionary_IL,fish,,130,29.15,,0.59,,,54,yes
fd_fd_2505342141241786,"White perch (cooked, dried)",לוקוס מבושל-מיובש בחום,"Белый окунь (варёный, сушёный)",FoodsDictionary_IL,fish,,118,24.84,,1.3,,,53,yes
fd_fd_5269751920852444,Barramundi fish,דג ברמונדי,Баррамунди,FoodsDictionary_IL,fish,,80,20.4,,0.88,,,35,yes
fd_fd_4905523478263523,Orange peel,קליפת תפוז,Цедра апельсина,FoodsDictionary_IL,fruit,,97,1.5,25,0.2,10.6,,3,yes
fd_fd_7697608262698622,Goat milk,חלב עיזים,Козье молоко,FoodsDictionary_IL,vegan,,69,3.56,4.45,4.14,,4.45,50,yes
fd_fd_9518321590792631,Human breast milk,חלב אנוש,Грудное молоко,FoodsDictionary_IL,dairy,,70,1.03,6.89,4.38,,6.89,17,yes
fd_fd_1331142482758680,Sheep milk,חלב כבשים,Овечье молоко,FoodsDictionary_IL,dairy,,108,5.98,5.36,7,,,44,yes
fd_fd_395551370227294,Whole raw egg,ביצה שלמה - טריה,Сырое яйцо целиком,FoodsDictionary_IL,eggs,,143,12.56,0.72,9.51,,0.37,142,yes
fd_fd_6189616590343314,Whole fried egg,ביצה שלמה מבושלת-מטוגנת,Жареное яйцо целиком,FoodsDictionary_IL,eggs,,196,13.63,0.88,15.31,,0.83,204,yes
fd_fd_3043149283228376,Duck eggs,ביצי ברווז,Утиные яйца,FoodsDictionary_IL,eggs,,185,12.81,1.45,13.77,,0.93,146,yes
fd_fd_1507604553165474,Goose eggs,ביצי אווז,Гусиные яйца,FoodsDictionary_IL,eggs,,185,13.87,1.35,13.27,,0.94,138,yes
fd_fd_8297318468489284,Quail eggs,ביצי שלו,Перепелиные яйца,FoodsDictionary_IL,eggs,,158,13.05,0.41,11.09,,0.41,141,yes
fd_fd_1238295231078942,Gouda cheese,גבינת גאודה,Сыр Гауда,FoodsDictionary_IL,dairy,,356,24.94,2.22,27.44,,2.22,819,yes
fd_fd_4294694821990059,Camembert cheese,גבינת קממבר,Сыр Камамбер,FoodsDictionary_IL,dairy,,300,19.8,0.46,24.26,,0.46,842,yes
fd_fd_6327120243239144,Hazelnut oil,שמן אגוזי לוז,Масло фундука,FoodsDictionary_IL,oils,,884,,,100,,,,yes
fd_fd_6759680642800486,Apple cider vinegar,חומץ - סיידר,Яблочный уксус,FoodsDictionary_IL,sauces,,21,,0.93,,,0.4,,yes
fd_fd_3584719966828694,Lime juice,מיץ ליים,Сок лайма,FoodsDictionary_IL,drinks,,25,0.42,8.42,0.07,0.4,1.69,2,yes
fd_fd_2058209940661072,Lemon with peel,לימון עם קליפה,Лимон с кожурой,FoodsDictionary_IL,fruit,,20,1.2,10.7,0.3,4.7,,3,yes
fd_fd_3759973423780030,Lemon without peel,לימון ללא קליפה,Лимон без кожуры,FoodsDictionary_IL,fruit,,29,1.1,9.32,0.3,2.8,2.5,2,yes
fd_fd_6691531251316997,Lemon peel,קליפת לימון,Цедра лимона,FoodsDictionary_IL,fruit,,47,1.5,16,0.3,10.6,4.17,6,yes
fd_fd_8378168058585041,Coconut milk,חלב קוקוס,Кокосовое молоко,FoodsDictionary_IL,vegan,,230,2.29,5.54,23.84,2.2,3.34,,yes
fd_fd_2229262067854321,Turkey eggs,ביצי הודו,Индюшачьи яйца,FoodsDictionary_IL,eggs,,171,13.68,1.15,11.88,,,151,yes
fd_fd_5032043049192396,Fat-free mozzarella,גבינת מוצרלה ללא שומן,Обезжиренная моцарелла,FoodsDictionary_IL,dairy,,149,31.7,3.5,,1.8,1.48,743,yes
fd_fd_3893789099379280,Walnut oil,שמן אגוזים,Ореховое масло,FoodsDictionary_IL,oils,,884,,,100,,,,yes
fd_fd_7429951720119459,Dried roasted hazelnuts,אגוזי לוז מיובשים - קלויים,Сушёный жареный фундук,FoodsDictionary_IL,nuts,,646,15.03,17.6,62.4,9.4,4.89,,yes
fd_fd_5288224534043827,Distilled vinegar,חומץ מזוקק,Дистиллированный уксус,FoodsDictionary_IL,sauces,,18,,0.04,,,0.04,,yes
fd_fd_8794842737577356,Coconut,קוקוס,Кокос,FoodsDictionary_IL,nuts,,354,3.33,15.23,33.49,9,6.23,,yes
fd_fd_8070672270736477,Sweet dried coconut,קוקוס מיובש מתוק,Сладкий сушёный кокос,FoodsDictionary_IL,nuts,,501,2.88,47.67,36.49,4.5,43.17,,yes
fd_fd_8353654742676831,Egg yolk,חלמון ביצה,Яичный желток,FoodsDictionary_IL,eggs,,322,15.86,3.59,26.54,,0.56,48,yes
fd_fd_7691581751866252,Egg white protein powder,אבקת חלבון ביצה,Порошок яичного белка,FoodsDictionary_IL,protein,,382,81.1,7.8,,,5.4,,yes
fd_fd_3516762985006507,Frozen egg white,חלבון ביצה קפוא,Замороженный яичный белок,FoodsDictionary_IL,eggs,,47,9.8,1.05,,,,,yes
fd_fd_8983343634289256,Soy protein,חלבון סויה,Соевый белок,FoodsDictionary_IL,protein,,338,80.69,7.36,3.39,5.6,,,yes
fd_fd_4742788327652905,Roasted European chestnuts,ערמונים אירופאים קלויים,Жареные европейские каштаны,FoodsDictionary_IL,nuts,,245,3.17,52.96,2.2,5.1,10.6,2,yes
fd_fd_4822746937646813,Popcorn,פופקורן,Попкорн,FoodsDictionary_IL,sweets,,387,12.94,77.9,4.54,14.5,0.87,8,yes
fd_fd_2445954454812323,European chestnuts (peeled),ערמונים אירופאים מקולפים,Европейские каштаны (очищенные),FoodsDictionary_IL,nuts,,196,1.63,44.17,1.25,,,2,yes
fd_fd_2834259199041280,"European chestnuts (dried, peeled)",ערמונים אירופאים מיובשים-מקולפים,"Европейские каштаны (сушёные, очищенные)",FoodsDictionary_IL,nuts,,369,5.01,78.43,3.91,,,,yes
fd_fd_9789366077106248,European chestnuts (boiled),ערמונים אירופאים מבושלים-מורתחים,Европейские каштаны (варёные),FoodsDictionary_IL,nuts,,131,2,27.76,1.38,,,27,yes
fd_fd_4932627535648330,Dry roasted cashews,אגוזי קשיו קלויים מיובשים,Сушёный жареный кешью,FoodsDictionary_IL,nuts,,574,15.31,32.69,46.35,3,5.01,,yes
fd_fd_1735698165675683,Falafel,פלאפל,Фалафель,FoodsDictionary_IL,israeli,,333,13.31,31.84,17.8,,,294,yes
fd_fd_4861742104861292,Paprika,פפריקה,Паприка,FoodsDictionary_IL,sauces,,289,14.76,55.74,12.95,37.4,10.34,34,yes
fd_fd_7328880581430129,Cardamom,הל,Кардамон,FoodsDictionary_IL,sauces,,311,10.76,68.47,6.7,28,,,yes
fd_fd_2806227990945099,Basil,בזיליקום,Базилик,FoodsDictionary_IL,greens,,23,3.15,2.65,0.64,1.6,0.3,4,yes
fd_fd_7777231447683897,Mint,נענע,Мята,FoodsDictionary_IL,greens,,44,3.29,8.41,0.73,6.8,,30,yes
fd_fd_5337376328733501,Rosemary,רוזמרין,Розмарин,FoodsDictionary_IL,greens,,131,3.31,20.7,5.86,14.1,,26,yes
fd_fd_2830683609885235,Bay leaves,עלי דפנה,Лавровый лист,FoodsDictionary_IL,sauces,,313,7.61,74.97,8.36,26.3,,23,yes
fd_fd_3390954641756133,Chickpeas (garbanzo beans),גרגירי חומוס,Нут (бараний горох),FoodsDictionary_IL,legumes,,364,19.3,60.65,6.04,17.4,10.7,24,yes
fd_fd_6854198398696671,Chickpeas cooked without salt,גרגירי חומוס מבושלים ללא מלח,Нут варёный без соли,FoodsDictionary_IL,legumes,,164,8.86,27.42,2.59,7.6,4.8,7,yes
fd_fd_8836978769816830,Chickpeas cooked with salt,גרגירי חומוס מבושלים עם מלח,Нут варёный с солью,FoodsDictionary_IL,legumes,,164,8.86,27.42,2.59,7.6,4.8,243,yes
fd_fd_6294268940899068,Edamame (boiled without salt),פולי סויה מורתחים ללא מלח - אדממה,Эдамаме (варёные без соли),FoodsDictionary_IL,legumes,,141,12.4,11,6.4,4.2,,14,yes
fd_fd_4684512466838440,Fava beans cooked without salt,פול מבושל ללא מלח,Бобы варёные без соли,FoodsDictionary_IL,legumes,,110,7.6,19.65,0.4,5.4,1.82,5,yes
fd_fd_6533902035197594,Taco,טאקו,Тако,FoodsDictionary_IL,international,,217,12.08,15.63,12.02,,,,yes
fd_fd_2384869281316828,Regular pizza,פיצה רגילה,Обычная пицца,FoodsDictionary_IL,bakery,,264,11.91,32.58,9.51,1.7,4.02,535,yes
fd_fd_3262114782164434,Thick crust pizza,פיצה עבה,Пицца на толстом тесте,FoodsDictionary_IL,bakery,,272,12,31.33,10.99,1.5,3.18,533,yes
fd_fd_3029208146359616,Dill,שבת - שמיר,Укроп,FoodsDictionary_IL,greens,,43,3.46,7.02,1.12,2.1,,61,yes
fd_fd_1702800319360251,Dried dill,שבת - שמיר מיובש,Сушёный укроп,FoodsDictionary_IL,sauces,,253,19.96,55.82,4.36,13.6,,208,yes
fd_fd_5977937958709052,Dried mint,נענע מיובשת,Сушёная мята,FoodsDictionary_IL,sauces,,285,19.93,52.04,6.03,29.8,,344,yes
fd_fd_4603964490442164,Mint,מנטה - נענע,Мята,FoodsDictionary_IL,greens,,70,3.75,14.89,0.94,8,,31,yes
fd_fd_2092079476291762,Italian bread,לחם איטלקי,Итальянский хлеб,FoodsDictionary_IL,bakery,,271,8.8,50,3.5,2.7,0.83,,yes
fd_fd_6157218216428409,Enriched white pita,פיתה לבנה מועשרת,Обогащённая белая питта,FoodsDictionary_IL,bakery,,275,9.1,55.7,1.2,2.2,1.3,,yes
fd_fd_2363656163059434,Apple croissant,קרואסון תפוחים,Яблочный круассан,FoodsDictionary_IL,bakery,,254,7.4,37.1,8.7,2.5,,274,yes
fd_fd_6567307286889720,Butter croissant,קרואסון חמאה,Сливочный круассан,FoodsDictionary_IL,bakery,,406,8.2,45.8,21,2.6,11.26,744,yes
fd_fd_7993987330804256,Cheese croissant,קרואסון גבינה,Сырный круассан,FoodsDictionary_IL,bakery,,414,9.2,47,20.9,2.6,11.35,555,yes
fd_fd_758509180319934,Roasted salted peanuts,בוטנים קלויים עם מלח,Жареный солёный арахис,FoodsDictionary_IL,nuts,,585,23.68,21.51,49.66,8,4.18,,yes
fd_fd_1566215019363448,Roasted peanuts,בוטנים קלויים,Жареный арахис,FoodsDictionary_IL,nuts,,585,23.68,21.51,49.66,8,4.18,,yes
fd_fd_2390760168022999,White beans cooked without salt,שעועית לבנה מבושלת ללא מלח,Белая фасоль варёная без соли,FoodsDictionary_IL,legumes,,139,9.73,25.09,0.35,6.3,0.34,,yes
fd_fd_9191413664474353,Peas (cooked),אפונה מבושלת,Горох (варёный),FoodsDictionary_IL,vegetable,,84,5.36,15.63,0.22,5.5,5.93,3,yes
fd_fd_7419227993785463,Lentils cooked without salt,עדשים מבושלות ללא מלח,Чечевица варёная без соли,FoodsDictionary_IL,legumes,,116,9.02,20.13,0.38,7.9,1.8,,yes
fd_fd_2727004559944607,Fresh soybeans,פולי סויה טריים,Свежая соя,FoodsDictionary_IL,legumes,,147,13,11,6.8,4.2,,15,yes
fd_fd_7614695735739070,Roasted soybeans without added salt,פולי סויה קלויים ללא תוספת מלח,Жареная соя без добавления соли,FoodsDictionary_IL,legumes,,469,38.6,30.2,25.4,17.7,,4,yes
fd_fd_2322923589412309,Fresh fava beans,פול טרי,Свежая боб,FoodsDictionary_IL,legumes,,341,26.12,58.29,1.53,25,5.7,13,yes
fd_fd_747136730247230,Fava beans cooked with salt,פול מבושל עם מלח,Бобы варёные с солью,FoodsDictionary_IL,legumes,,110,7.6,19.65,0.4,5.4,1.82,241,yes
fd_fd_7480524233754493,Black garlic,שום שחור,Чёрный чеснок,FoodsDictionary_IL,vegetable,,143,3.57,14.3,7.14,3.6,,571,yes
fd_fd_7579404903204662,Dill seeds,זרעי שבת - שמיר,Семена укропа,FoodsDictionary_IL,sauces,,305,15.98,55.17,14.54,21.1,,20,yes
